Notes,Paper_ID,Study_Area,Area ,Prey_Item,Prey_Taxa,Prey_Taxa_Valid,Period,Num_Ind,Ratio_Ind_Avail,Density,Density_Err,Prop_Ind_Avail,Avg_Mass_kg,Mass_Details,Pantheria_kg,Orig_BM_Avail,Orig_Prop_BM_Avail,Pan_kg_Avail,Pan_BM_Avail,Pan_Prop_BM_Avail,Pan_Ratio_BM_Avail,Scat_n_Tot,Scat_n_Prey,n_Occ_Anal,Abs_FO,Abs_FO_CI,Rel_FO,Rel_FO_CI,Rel_FO_Anal,Ratio_Occ,Mean_Perc_Vol,Orig_BM_Consumed,Orig_Prop_BM_Consumed ,Err_Prop_BM_Consumed,Pan_BM_Consumed,Pan_Tot_BM_Consumed,Pan_Prop_BM_Cons,Pan_Ratio_BM_Cons,BM_Equiv,n_Kills_Tot,n_Kills_Prey,n_Kill_Anal,Prop_Kills,Ratio_Kills,Prop_Kills_Anal,Perc_Kills_Anal,Livestock_Wild,Fight_Flight_Guarded,Vulnerable_Score,Prey_Notes,Avg_Wolf_Density,,,BM_Use,Jacobs_BM,Ivlevs_BM,Chesson_BM,Period_Code,A_C_Code,A_Code,C_Code,Study_Code,Area_Code,Scat_Kill,n_Prey_Species
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2004/2005,8831,5.37819732,8.875376884,,0.8431709647,,,240,,,2119440,2130.090452,0.6755230312,2.081882834,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2005/2006,2066,0.41,2.07638191,,0.29078114,,,620,,,1280920,1287.356784,0.5140706018,1.057912124,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2005/2006,5045,2.441916747,5.070351759,,0.70921886,,,240,,,1210800,1216.884422,0.4859293982,0.9452580957,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2006/2007,1739,0.29,1.747738693,,0.2247931748,,,620,,,1078180,1083.59799,0.4282808863,0.7491106664,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2006/2007,5997,3.44853364,6.027135678,,0.7752068252,,,240,,,1439280,1446.512563,0.5717191137,1.334916248,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2007/2008,2071,0.56,2.081407035,,0.3589876928,,,620,,,1284020,1290.472362,0.5910986714,1.445577772,,,,,,,,,,,,,,,,,,,,,,0,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2007/2008,3701,1.787059392,3.71959799,,0.6410123072,,,240,,,888240,892.7035176,0.4089013286,0.6917649258,,,,,,,,,,,,,,,,,,,,,,1,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2008/2009,1437,0.255,1.444221106,,0.2031957014,,,620,,,890940,895.4170854,0.3968092782,0.6578504342,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2008/2009,5643,3.926931106,5.671356784,,0.7968042986,,,240,,,1354320,1361.125628,0.6031907218,1.520102364,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2009/2010,1665,0.421,1.673366834,,0.2962633452,,,620,,,1032300,1037.487437,0.5207166853,1.086448598,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2009/2010,3959,2.377777778,3.978894472,,0.7037366548,,,240,,,950160,954.9346734,0.4792833147,0.9204301075,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2010/2011,2065,0.572,2.075376884,,0.363876652,,,620,,,1280300,1286.733668,0.5964704677,1.47813337,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2010/2011,3609,1.747699758,3.627135678,,0.636123348,,,240,,,866160,870.5125628,0.4035295323,0.6765289385,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2011/2012,2242,1.105,2.253266332,,0.5249356123,,,620,,,1390040,1397.025126,0.740564731,2.854526039,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2011/2012,2029,0.9049955397,2.03919598,,0.4750643877,,,240,,,486960,489.4070352,0.259435269,0.3503208541,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2012/2013,2652,1.673,2.665326633,,0.6259145622,,,620,,,1644240,1652.502513,0.8121147463,4.322397476,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2012/2013,1585,0.5976621418,1.592964824,,0.3740854378,,,240,,,380400,382.3115578,0.1878852537,0.2313530871,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2013/2014,2916,1.868,2.930653266,,0.651329015,,,620,,,1807920,1817.005025,0.8283483616,4.825752723,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2013/2014,1561,0.5353223594,1.568844221,,0.348670985,,,240,,,374640,376.5226131,0.1716516384,0.2072215585,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2014/2015,2164,1.168,2.174874372,,0.5387104805,,,620,,,1341680,1348.422111,0.7510523959,3.016909516,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2014/2015,1853,0.856284658,1.862311558,,0.4612895195,,,240,,,444720,446.9547739,0.2489476041,0.3314650289,,,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,TAN17YNP-P,YNP-P,Kill,2
,Tiralla 2021,Khonin Nuga,450,Wild boar,Sus scrofa,Sus scrofa,2008-2012,342,0.7583148559,0.76,,0.4312736444,,,84.5,,,28899,64.22,0.3564411389,0.5538594222,137,31,,22.6,,,,,,,,0.178,,34.565,185.7024,0.1861311432,0.2286991837,,,,,,,,,Wild,"Fight (""defensive behaviour""), less risky to attack than the large livestock (horse and cattle) free-roaming in the area",,,,,,,,,,,P-1-4,,,TIA21KNN,KNN,Scat,5
,Tiralla 2021,Khonin Nuga,450,Siberian roe deer,Capreolus pygargus,Capreolus pygargus,2008-2012,257,0.4794776119,0.57,,0.3240857503,,,41,,,10537,23.37,0.1297108287,0.1490433673,137,60,,43.8,,,,,,,,0.462,,46.02,185.7024,0.2478158602,0.3294616931,,,,,,,,,Wild,Less defensive and most vulnerable prey species. Solitary.less risky to attack than the large livestock (horse and cattle) free-roaming in the area,Solitary,,,,,,,,,,P-1-4,,,TIA21KNN,KNN,Scat,5
,Tiralla 2021,Khonin Nuga,450,Red deer,Cervus elaphus,Cervus elaphus,2008-2012,126,0.1889055472,0.28,,0.15889029,,,240,,,30240,67.2,0.3729810734,0.5948481898,137,25,,18.2,,,,,,,,0.147,,58.975,185.7024,0.3175780173,0.4653689731,,,,,,,,,Wild,less risky to attack than the large livestock (horse and cattle) free-roaming in the area,,,,,,,,,,,P-1-4,,,TIA21KNN,KNN,Scat,5
,Tiralla 2021,Khonin Nuga,450,Siberian musk deer,Moschus moschiferus,Moschus moschiferus,2008-2012,45,0.06016042781,0.1,,0.05674653216,,,13.3,,,598.5,1.33,0.007381917078,0.00743681503,137,6,,4.4,,,,,,,,0.024,,3.2724,185.7024,0.01762174318,0.01793783917,,,,,,,,,Wild,less risky to attack than the large livestock (horse and cattle) free-roaming in the area,,,,,,,,,,,P-1-4,,,TIA21KNN,KNN,Scat,5
,Tiralla 2021,Khonin Nuga,450,Moose,Alces alces,Alces alces,2008-2012,23,0.02987012987,0.05,,0.0290037831,,,481,,,11063,24.05,0.1334850419,0.1540481681,137,10,,7,,,,,,,,0.008,,42.87,185.7024,0.2308532361,0.3001419846,,,,,,,,,Wild,less risky to attack than the large livestock (horse and cattle) free-roaming in the area,,,,,,,,,,,P-1-4,,,TIA21KNN,KNN,Scat,5
,van Duyne 2009,HNP,506,Cow,,Bos taurus,2003-2005,,,,,,400,"based on literature, herdsman and HNP biologists (no further details given)",613,,,,,,,236,0,,,,,,,,,,,,,,,,,,,,,,,,Livestock,,,Herdsmen set traps around carcasses thus wolves rarely return to livestock kills (little to no livestock scavenging).,,,,,,,,,,,,VAE09HNP,HNP,Scat,8
,van Duyne 2009,HNP,506,Domestic horse,,Equus caballus,2003-2005,,,,,,226,"based on literature, herdsman and HNP biologists (no further details given)",400,,,,,,,236,0,,,,,,,,,,,,,,,,,,,,,,,,Livestock,,,"Herdsmen set traps around carcasses thus wolves rarely return to livestock kills (little to no livestock scavenging). Free range, unguarded.",,,,,,,,,,,,VAE09HNP,HNP,Scat,8
,van Duyne 2009,HNP,506,Goat,,Capra hircus,2003-2005,,,,,,30,"based on literature, herdsman and HNP biologists (no further details given)",46.9,,,,,,,236,0,,,,,,,,,,,,,,,,,,,,,,,,Livestock,,,Herdsmen set traps around carcasses thus wolves rarely return to livestock kills (little to no livestock scavenging). Sheeps and goats herded in large groups. Does not sound like dogs are often used to guard livestock or that they are not actual livestock-guarding dogs (but its unclear),,,,,,,,,,,,VAE09HNP,HNP,Scat,8
,van Duyne 2009,HNP,506,Sheep,,Ovis aries,2003-2005,,,,,,40,"based on literature, herdsman and HNP biologists (no further details given)",34.2,,,,,,,236,0,,,,,,,,,,,,,,,,,,,,,,,,Livestock,,,Herdsmen set traps around carcasses thus wolves rarely return to livestock kills (little to no livestock scavenging). Sheeps and goats herded in large groups. Does not sound like dogs are often used to guard livestock or that they are not actual livestock-guarding dogs (but its unclear),,,,,,,,,,,,VAE09HNP,HNP,Scat,8
,van Duyne 2009,HNP,506,Red deer,Cervus elaphus,Cervus elaphus,2003-2005,355,,,,,112,"based on literature, herdsman and HNP biologists (no further details given)",240,,,,,,,236,0,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,"Preferred habitat is small grassland patches near or within closed forest (i.e., ridges, natural openings, or marginsbetween forest and unplanted hill grounds) but might move into the woods for protective cover (cited in paper as external source, not necessarialy observed here)",,,,,,,,,,,,VAE09HNP,HNP,Scat,8
,van Duyne 2009,HNP,506,Hare,Lepus tolai,Lepus tolai,2003-2005,,,,,,2,"based on literature, herdsman and HNP biologists (no further details given)",1.59,,,,,,,236,0,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,,,,VAE09HNP,HNP,Scat,8
not in PanTheria,van Duyne 2009,HNP,506,Marmot,Marmota sibirica,Marmota sibirica,2003-2005,8486,,,,,6,"based on literature, herdsman and HNP biologists (no further details given)",6,,,,,,,236,0,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,Hibernate from sept-march,,,,,,,,,,,,VAE09HNP,HNP,Scat,8
not in PanTheria,van Duyne 2009,HNP,506,Przewalski horse,Equus ferus przewalskii,Equus przewalskii,2003-2005,182,,,,,"257, 38 (foals)","based on literature, herdsman and HNP biologists (no further details given)",400,,,,,,,236,0,,,,,,,,,,,,,,,,,,,,,,,,Wild,,,Prefer higher elevations closer to forests for resting,,,,,,,,,,,,VAE09HNP,HNP,Scat,8
,Vos 2000,Arada Mountain Range,130,Goat,Capra hircus,Capra hircus,1996,5764,10.73370577,44.3,,0.9147754325,,,46.9,,,270331.6,2077.67,0.5945253772,1.466245589,41,40,40,97.5,,,,,#DIV/0!,97.5,,,,32.568,32.568,1,#DIV/0!,,,,,,,,,Livestock,,,"Let out to graze at dawn and brought back every evening. Spread all over mountains, do not stay together. Herded by 1-3 sheperds and 1 or 2 small mongrel dogs (not real livestock guardian dogs). Herd sizes over 200 goats are impossible to effectively protect against wolf predation.",,,,,,,,,C,,,VOS00AMR,AMR,Scat,3
,Vos 2000,Arada Mountain Range,130,Sheep,Ovis aries,Ovis aries,1996,257,0.04252150893,2,,0.04078717664,,,34.2,,,8789.4,68.4,0.01957266351,0.01996340043,41,0,40,0,,,,,0,0,,,,0,32.568,0,0,,,,,,,,,Livestock,,,"Stay close to village, may be killed (as reported in livestock loss reports) but not consumed because shepards scared them away.",,,,,,,,,C,,,VOS00AMR,AMR,Scat,3
,Vos 2000,Arada Mountain Range,130,Cattle,Bos taurus,Bos taurus,1996,280,0.04650390301,2.2,,0.04443739089,,,613,,,171640,1348.6,0.3859019593,0.6284044789,41,0,40,0,,,,,0,0,,,,0,32.568,0,0,,,,,,,,,Livestock,,,Ability to protect themselves and their offspring,,,,,,,,,C,,,VOS00AMR,AMR,Scat,3
,Vos 2000,Peneda-Gerês National Park,240,Goat,Capra hircus,Capra hircus,1996,7207,1.631281123,30,,0.6199569892,,,46.9,,,338008.3,1407,0.2140529488,0.2723503428,46,27,46,58.7,,,,,1.421052632,60,,,,21.9834,91.1244,0.2412460329,0.3179502755,,,,,,,,,Livestock,,,Graze year-round with little guarding,,,,,,,,,C,,,VOS00PNG,PNG,Scat,4
,Vos 2000,Peneda-Gerês National Park,240,Garrano horses,Equus caballus,Equus caballus,1996,895,0.0834109972,3.7,,0.07698924731,,,400,,,358000,1480,0.2251587521,0.2905869464,46,19,46,41.3,,,,,0.7037037037,38.3,,,,69.141,91.1244,0.7587539671,3.145145883,,,,,,,,,Livestock,,,Graze year-round with little guarding. Stay in pasture night and day. In summer horse foals are easy prey,,,,,,,,,C,,,VOS00PNG,PNG,Scat,4
,Vos 2000,Peneda-Gerês National Park,240,Sheep,Ovis aries,Ovis aries,1996,2200,0.2334217507,9.2,,0.1892473118,,,34.2,,,75240,314.64,0.04786753363,0.05027402732,46,0,46,0,,,,,0,0,,,,0,91.1244,0,0,,,,,,,,,Livestock,,,"Graze year-round with little guarding. Stay close to village, may be killed (as reported in livestock loss reports) but not consumed because shepards scared them away.",,,,,,,,,C,,,VOS00PNG,PNG,Scat,4
,Vos 2000,Peneda-Gerês National Park,240,Cattle,Bos taurus,Bos taurus,1996,1323,0.1284216657,5.5,,0.1138064516,,,613,,,810999,3371.5,0.5129207654,1.05305406,46,0,46,0,,,,,0,0,,,,0,91.1244,0,0,,,,,,,,,Livestock,,,Graze year-round with little guarding. Ability to protect themselves and their offspring,,,,,,,,,C,,,VOS00PNG,PNG,Scat,4
"also has ""relative proportions eaten"" which may be mean percent volume? yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,Humla,384,Yak/Cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,2015 Summer,1885,1.185534591,4.91,0.32,0.5424460432,237.5,Calculated for ,556.5,1166.13,0.6273,1049002.5,2732.415,0.795657685,3.893749002,69,10,,14.3,,1,,,,,,0.173,,48.91,92.3898,0.5293874432,1.124890179,,,,,,,,,Livestock,Semi-guarded,,Small herds ,,,,0.2757851108,-0.7789056641,-0.5676621267,0.05452266432,,D,,,WEN19HUM,HUM,Scat,5
,Werhahn 2019,Humla,384,Horse/Mule,Equus ferus caballus,Equus caballus,2015 Summer,261,0.08120721842,0.68,0.12,0.07510791367,350.5,Calculated for ,400,238.35,0.1282,104400,272,0.0792042535,0.08601718003,69,0,,0,,0,,,,,,0,,0,92.3898,0,0,,,,,,,,,Livestock,Unguarded,,Small herds ,,,,0,-1,-1,0,,D,,,WEN19HUM,HUM,Scat,5
,Werhahn 2019,Humla,384,Goat,Capra hircus,Capra hircus,2015 Summer,576,0.1986892032,1.5,0.26,0.1657553957,27.5,Calculated for ,46.9,41.25,0.0222,27014.4,70.35,0.02048536483,0.02091379148,69,0,,0,,0,,,,,,0,,0,92.3898,0,0,,,,,,,,,Livestock,,,Larger herds,,,,0,-1,-1,0,,D,,,WEN19HUM,HUM,Scat,5
,Werhahn 2019,Humla,384,Kiang,Equus kiang,Equus kiang,2015 Summer,434,0.1427162118,1.13,0.16,0.1248920863,325,Calculated for ,280.00,367.25,0.1976,121520,316.4,0.09213318312,0.1014831486,69,14,,20,,1.7,,,,,,0.529,,37.506,92.3898,0.405953904,0.6833710494,,,,,,,,,Wild,,,Mass range= 250-400kg. Plains-dwelling.,,,,2.677125506,0.6403379686,0.4560968896,0.529267207,,D,,,WEN19HUM,HUM,Scat,5
,Werhahn 2019,Humla,384,Naur,Pseudois nayaur,Pseudois nayaur,2015 Summer,319,0.1010773131,0.83,0.09,0.09179856115,55.3,Calculated for ,51.8,45.87,0.0247,16524.2,42.994,0.01251951351,0.01267823889,69,7,,10,,1,,,,,,0.052,,5.9738,92.3898,0.0646586528,0.06912840215,,,,,,,,,Wild,,,Mass range = 35-75kg. Cliff-dwelling .,,,,2.105263158,0.3682659933,0.3559322034,0.4162101287,,D,,,WEN19HUM,HUM,Scat,5
"yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,Dolpa,1088,Yak/Cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,2016 Summer,10010,0.3571428571,9.2,0.3,0.2631578947,237.5,Calculated for ,556.5,2185,0.6037,5570565,5119.8,0.7227209474,2.606475104,77,44,,57,,2.3,,,,,,0.662,,215.204,249.6634,0.8619765652,6.245146462,,,,,,,,,Livestock,Semi-guarded,,Small-large herds,,,,1.096571145,0.1249996784,0.04606146796,0.1707751724,,D,,,WEN12DOL,DOL,Scat,4
,Werhahn 2019,Dolpa,1088,Horse/Mule,Equus ferus caballus,Equus caballus,2016 Summer,2307,0.06456578321,2.12,0.15,0.06064987644,350,Calculated for ,400,742,0.205,922800,848,0.1197053329,0.1359832535,77,3,,3.9,,0.2,,,,,,0.101,,10.917,249.6634,0.04372687386,0.04572634394,,,,,,,,,Livestock,Unguarded,,Small herds ,,,,0.4926829268,-0.3930609622,-0.339869281,0.07672827446,,D,,,WEN12DOL,DOL,Scat,4
,Werhahn 2019,Dolpa,1088,Goat,Capra hircus,Capra hircus,2016 Summer,24045,1.71835918,22.1,0.4,0.6321310269,27.5,Calculated for ,46.9,607.75,0.1679,1127710.5,1036.49,0.1463129487,0.1713894436,77,9,,11.7,,0.7,,,,,,0.022,,7.3278,249.6634,0.02935071781,0.03023823161,,,,,,,,,Livestock,Guarded,,Larger herds,,,,0.1310303752,-0.7993977396,-0.7682991048,0.02040609496,,D,,,WEN12DOL,DOL,Scat,4
,Werhahn 2019,Dolpa,1088,Naur,Pseudois nayaur,Pseudois nayaur,2016 Summer,1676,0.04609207414,1.54,0.12,0.04406120196,55,Calculated for ,51.8,84.7,0.0234,86816.8,79.772,0.01126077101,0.01138902016,77,19,,24.7,,1.7,,,,,,0.11,,16.2146,249.6634,0.06494584308,0.06945677168,,,,,,,,,Wild,,,Mass range = 35-75kg. Cliff-dwelling .,,,,4.700854701,0.6752331348,0.6491754123,0.7320904582,,D,,,WEN12DOL,DOL,Scat,4
"yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,KCA,368,Yak/cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,2016 Summer,3128,1.679914071,8.5,0.46,0.6268537074,237.5,Calculated for ,556.5,2018.75,0.8736,1740732,4730.25,0.9354404218,14.48956837,13,6,,46.2,,1,,,,,,0.63,,29.346,45.158,0.649851632,1.855932203,,,,,,,,,Livestock,Semi-guarded,,Small-large herds,,,,0.7211538462,-0.6046705588,-0.1620111732,0.1140042153,,D,,,WEN12KCA,KCA,Scat,4
,Werhahn 2019,KCA,368,Horse/mule,Equus ferus caballus,Equus caballus,2016 Summer,77,0.01567270507,0.21,0.08,0.01543086172,355,Calculated for ,400,74.55,0.0323,30800,84,0.01661159462,0.01689220101,13,2,,15.4,,0.1,,,,,,0.067,,7.278,45.158,0.1611674565,0.1921330517,,,,,,,,,Livestock,Unguarded,,Small herds ,,,,2.074303406,0.3653716156,0.3494461229,0.3279180071,,D,,,WEN12KCA,KCA,Scat,4
,Werhahn 2019,KCA,368,Goat,Capra hircus,Capra hircus,2016 Summer,659,0.1521588548,1.79,0.29,0.1320641283,27.5,Calculated for ,46.9,49.23,0.0213,30907.1,83.951,0.01660190452,0.01688218087,13,0,,0,,0,,,,,,0,,0,45.158,0,0,,,,,,,,,Livestock,Guarded,,Larger herds,,,,0,-1,-1,0,,D,,,WEN12KCA,KCA,Scat,4
,Werhahn 2019,KCA,368,Naur,Pseudois nayaur,Pseudois nayaur,2016 Summer,1126,0.2914078675,3.06,0.27,0.2256513026,55,Calculated for ,51.8,168.3,0.0728,58326.8,158.508,0.03134607904,0.03236045234,13,10,,76.9,,1.7,,,,,,0.257,,8.534,45.158,0.1889809115,0.2330166011,,,,,,,,,Wild,,,Mass range = 35-75kg. Cliff-dwelling .,,,,3.53021978,0.6300003283,0.5585203153,0.5580777777,,D,,,WEN12KCA,KCA,Scat,4
"yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,Namsai,175,Yak/Cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,2017 Summer,3640,1.010549695,20.8,1.95,0.5026235846,237.5,Calculated for ,556.5,4940,0.7909,2025660,11575.2,0.903339998,9.345540861,9,,,,,0.6,,,,,,0.29,,,,,,,,,,,,,,Livestock,Semi-guarded,,Small-large herds,,,,0.3666708813,-0.805075075,-0.4634101212,0.9246352782,,D,,,WEN12NAM,NAM,Scat,4
,Werhahn 2019,Namsai,175,Naur,Pseudois nayaur,Pseudois nayaur,2017 Summer,3325,0.8488639265,19,1.42,0.4591273129,55,Calculated for ,51.8,1045,0.1673,172235,984.2,0.07680793646,0.08319822006,9,,,,,0.04,,,,,,0.005,,,,,,,,,,,,,,Wild,,,Mass range = 35-75kg. Cliff-dwelling .,,,,0.02988643156,-0.9511976416,-0.9419616947,0.0753647218,,D,,,WEN12NAM,NAM,Scat,4
,Werhahn 2019,Namsai,175,White-lipped deer,Cervus albirostris,Przewalskium albirostre,2017 Summer,277,0.03977027997,1.58,0.4,0.03824910246,165,Calculated for ,161,260.7,0.0417,44597,254.38,0.01985206551,0.02025415227,9,,,,,0,,,,,,0,,,,,,,,,,,,,,Wild,,,,,,,0,-1,-1,0,,D,,,WEN12NAM,NAM,Scat,4
should consider putting it as 1 ind not 0 cuz it's messing up preference calculations,Werhahn 2019,Namsai,175,Tibetan Gazelle,Procapra picticaudata,Procapra picticaudata,2017 Summer,0,0,0,,0,14.1,Calculated for ,23,0,0,0,0,0,0,9,,,,,7.6,,,,,,0.23,,,,,,,,,,,,,,Wild,,,Mass range= 13.2-15kg. Plains-dwelling,,,,0,1,1,0,,D,,,WEN12NAM,NAM,Scat,4
"yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,Zhaqing,452,Yak/Cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,2017 Summer,9402,5.226236798,20.8,1.95,0.8393893402,237.5,Calculated for ,556.5,4940,0.9481,5232213,11575.2,0.9775027099,43.44979805,8,,,,,22.7,,,,,,0.929,,,,,,,,,,,,,,Livestock,Semi-guarded,,Small-large herds,,,,0.9798544457,-0.1653247376,-0.01017527036,0.1257936659,,D,,,WEN12ZHA,ZHA,Scat,4
,Werhahn 2019,Zhaqing,452,White-lipped deer,Cervus albirostris,Przewalskium albirostre,2017 Summer,344,0.03168462743,0.76,0.16,0.03071154361,165.2236842,Calculated for ,161,125.57,0.0241,55384,122.36,0.01033305961,0.01044094653,8,,,,,0,,,,,,0,,,,,,,,,,,,,,Wild,,,,,,,0,-1,-1,0,,D,,,WEN12ZHA,ZHA,Scat,4
,Werhahn 2019,Zhaqing,452,Tibetan gazelle,Procapra picticaudata,Procapra picticaudata,2017 Summer,357,0.03292143121,0.79,0.27,0.03187215427,14.06329114,Calculated for ,23,11.11,0.0021,8211,18.17,0.001534420506,0.00153677857,8,,,,,5.9,,,,,,0.0143,,,,,,,,,,,,,,Wild,,,Mass range= 13.2-15kg. Plains-dwelling,,,,6.80952381,0.7466367686,0.743902439,0.8742063341,,D,,,WEN12ZHA,ZHA,Scat,4
,Werhahn 2019,Zhaqing,452,Naur,Pseudois nayaur,Pseudois nayaur,2017 Summer,1098,0.1086805899,2.43,0.27,0.09802696188,55,Calculated for ,51.8,133.65,0.0257,56876.4,125.874,0.01062980995,0.0107440168,8,,,,,0,,,,,,0,,,,,,,,,,,,,,Wild,,,Mass range = 35-75kg. Cliff-dwelling .,,,,0,-1,-1,0,,D,,,WEN12ZHA,ZHA,Scat,4
